
STATE,CONSTITUENCY,NAME,WINNER,PARTY,SYMBOL,GENDER,"CRIMINAL
CASES",AGE,CATEGORY,EDUCATION,ASSETS,LIABILITIES,"GENERAL
VOTES","POSTAL
VOTES","TOTAL
VOTES","OVER TOTAL ELECTORS 
IN CONSTITUENCY","OVER TOTAL VOTES POLLED 
IN CONSTITUENCY",TOTAL ELECTORS
Rajasthan,BANSWARA,TARACHAND BHAGORA,0,INC,Hand,MALE,0,65,ST,Post Graduate,"Rs 3,43,54,639
 ~ 3 Crore+","Rs 64,49,772
 ~ 64 Lacs+",405874,371,406245,20.56553513,28.20932304,1975368
Rajasthan,BANSWARA,KANTILAL ROAT,0,BTP,Auto- Rickshaw,MALE,0,43,ST,Post Graduate,"Rs 12,29,683
 ~ 12 Lacs+","Rs 0
 ~",249964,797,250761,12.69439416,17.41264029,1975368
Rajasthan,BANSWARA,NOTA,0,NOTA,,,,,,,,,29957,5,29962,1.516780671,2.080536959,1975368
Rajasthan,BANSWARA,BAPULAL,0,BSP,Elephant,MALE,0,31,ST,8th Pass,"Rs 3,11,000
 ~ 3 Lacs+","Rs 0
 ~",26169,3,26172,1.324917686,1.817362436,1975368
Rajasthan,BANSWARA,NITESH DAMOR,0,IND,Air Conditioner,MALE,0,26,ST,Graduate Professional,"Rs 30,811
 ~ 30 Thou+","Rs 0
 ~",14822,0,14822,0.750341202,1.029227649,1975368
Andhra Pradesh,BAPATLA,NANDIGAM SURESH,1,YSRCP,Ceiling Fan,MALE,0,42,SC,8th Pass,"Rs 41,58,610
 ~ 41 Lacs+","Rs 2,69,000
 ~ 2 Lacs+",592250,6007,598257,40.73458249,47.10692458,1468671
Andhra Pradesh,BAPATLA,MALYADRI SRIRAM,0,TDP,Bicycle,MALE,0,65,SC,Post Graduate,"Rs 4,25,20,353
 ~ 4 Crore+","Rs 5,98,794
 ~ 5 Lacs+",577403,4789,582192,39.64073642,45.84196196,1468671
Andhra Pradesh,BAPATLA,K. DEVANAND,0,BSP,Elephant,MALE,0,64,SC,Post Graduate,"Rs 3,44,36,000
 ~ 3 Crore+","Rs 12,00,000
 ~ 12 Lacs+",42262,318,42580,2.899219771,3.352761185,1468671
Andhra Pradesh,BAPATLA,NOTA,0,NOTA,,,,,,,,,13178,40,13218,0.899997345,1.040789041,1468671
Andhra Pradesh,BAPATLA,J.D. SEELAM,0,INC,Hand,MALE,0,65,SC,Post Graduate,"Rs 12,63,97,634
 ~ 12 Crore+","Rs 83,42,498
 ~ 83 Lacs+",12941,214,13155,0.895707752,1.035828403,1468671
Uttar Pradesh,BARABANKI,Upendra Singh Rawat,1,BJP,Lotus,MALE,1,51,SC,Post Graduate,"Rs 1,80,50,127
 ~ 1 Crore+","Rs 31,71,774
 ~ 31 Lacs+",535594,323,535917,29.49736629,46.37131525,1816830
Uttar Pradesh,BARABANKI,Ram Sagar Rawat,0,SP,Bicycle,MALE,5,68,SC,10th Pass,"Rs 1,02,94,367
 ~ 1 Crore+","Rs 1,27,553
 ~ 1 Lacs+",425624,153,425777,23.43515904,36.84122633,1816830
Uttar Pradesh,BARABANKI,Tanuj Punia,0,INC,Hand,MALE,0,34,SC,Graduate Professional,"Rs 1,25,72,577
 ~ 1 Crore+","Rs 27,052
 ~ 27 Thou+",159575,36,159611,8.785136749,13.81066844,1816830
Maharashtra,BARAMATI,Supriya Sule,1,NCP,Clock,FEMALE,0,49,GENERAL,Graduate,"Rs 1,40,88,88,704
 ~ 140 Crore+","Rs 55,00,000
 ~ 55 Lacs+",683705,3009,686714,32.47392138,52.52845903,2114663
Maharashtra,BARAMATI,Kanchan Rahul Kool,0,BJP,Lotus,FEMALE,0,34,GENERAL,Graduate,"Rs 4,75,72,790
 ~ 4 Crore+","Rs 22,50,279
 ~ 22 Lacs+",528711,2229,530940,25.10754669,40.61291897,2114663
Maharashtra,BARAMATI,Padalkar Navanath,0,VBA,Cup & Saucer,MALE,1,43,GENERAL,Post Graduate,"Rs 49,80,257
 ~ 49 Lacs+","Rs 37,00,190
 ~ 37 Lacs+",43953,181,44134,2.087046494,3.375919248,2114663
Jammu & Kashmir,BARAMULLA,MOHAMMAD AKBAR LONE,1,JKN,Plough,MALE,0,71,GENERAL,Graduate Professional,"Rs 59,74,34,000
 ~ 59 Crore+","Rs 1,04,935
 ~ 1 Lacs+",132969,457,133426,10.12538153,29.26015189,1317738
Jammu & Kashmir,BARAMULLA,RAJA AIJAZ ALI,0,JPC,Apple,MALE,0,67,GENERAL,Graduate Professional,"Rs 17,68,68,487
 ~ 17 Crore+","Rs 8,48,606
 ~ 8 Lacs+",103052,141,103193,7.831071123,22.63009349,1317738
Jammu & Kashmir,BARAMULLA,ENGINEER RASHID,0,IND,Gas Cylinder,MALE,0,54,GENERAL,Others,"Rs 80,00,000
 ~ 80 Lacs+","Rs 60,00,000
 ~ 60 Lacs+",100677,1491,102168,7.753286313,22.40531229,1317738
Jammu & Kashmir,BARAMULLA,ABDUL QAYOOM WANI,0,JKPDP,Ink Pot & Pen,MALE,0,59,GENERAL,Graduate Professional,"Rs 1,65,56,983
 ~ 1 Crore+","Rs 4,73,600
 ~ 4 Lacs+",53307,223,53530,4.062264274,11.73906083,1317738
Jammu & Kashmir,BARAMULLA,HAJI FAROOQ AHMAD MIR,0,INC,Hand,MALE,0,55,GENERAL,8th Pass,"Rs 1,27,77,435
 ~ 1 Crore+","Rs 0
 ~",34240,292,34532,2.620551278,7.572823625,1317738
Jammu & Kashmir,BARAMULLA,NOTA,0,NOTA,,,,,,,,,8070,58,8128,0.616814572,1.782460049,1317738
Jammu & Kashmir,BARAMULLA,MOHD MAQBOOL WAR,0,BJP,Lotus,MALE,0,65,GENERAL,Graduate,"Rs 1,13,20,000
 ~ 1 Crore+","Rs 0
 ~",7313,581,7894,0.599056869,1.731144147,1317738
Jammu & Kashmir,BARAMULLA,SYED NAJEEB SHAH NAQVI,0,IND,Table,MALE,0,48,GENERAL,Post Graduate,"Rs 1,00,50,737
 ~ 1 Crore+","Rs 67,86,855
 ~ 67 Lacs+",4948,19,4967,0.376933806,1.089256775,1317738
West Bengal,BARASAT,Dr. Kakoli Ghoshdastidar,1,AITC,Flowers and Grass,FEMALE,2,60,GENERAL,Post Graduate,"Rs 4,05,31,018
 ~ 4 Crore+","Rs 14,96,059
 ~ 14 Lacs+",647819,625,648444,37.73858549,46.44368906,1718252
West Bengal,BARASAT,Mrinal Kanti Debnath,0,BJP,Lotus,MALE,0,68,GENERAL,Graduate Professional,"Rs 49,49,682
 ~ 49 Lacs+","Rs 33,70,182
 ~ 33 Lacs+",537095,1180,538275,31.32689501,38.55302343,1718252
West Bengal,BARASAT,Haripada Biswas,0,AIFB,Lion,MALE,0,61,SC,12th Pass,"Rs 1,18,90,602
 ~ 1 Crore+","Rs 0
 ~",123817,251,124068,7.220593952,8.886157654,1718252
West Bengal,BARASAT,Subrata Dutta,0,INC,Hand,FEMALE,0,57,GENERAL,Graduate,"Rs 3,36,01,000
 ~ 3 Crore+","Rs 0
 ~",37236,41,37277,2.169472231,2.669901174,1718252
West Bengal,BARASAT,NOTA,0,NOTA,,,,,,,,,17747,32,17779,1.034714349,1.273390374,1718252
West Bengal,BARDHAMAN DURGAPUR,S.S AHLUWALIA,1,BJP,Lotus,MALE,0,67,GENERAL,Graduate Professional,"Rs 2,65,21,750
 ~ 2 Crore+","Rs 7,44,076
 ~ 7 Lacs+",597450,926,598376,34.51682013,41.75136706,1733578
West Bengal,BARDHAMAN DURGAPUR,DR. MAMTAZ SANGHAMITA,0,AITC,Flowers and Grass,FEMALE,0,73,GENERAL,Post Graduate,"Rs 13,66,80,993
 ~ 13 Crore+","Rs 0
 ~",595611,326,595937,34.37612845,41.58118713,1733578
West Bengal,BARDHAMAN DURGAPUR,ABHAS RAY CHAUDHURI,0,CPI(M),"Hammer, Sickle and Star",MALE,2,50,GENERAL,Post Graduate,"Rs 42,67,888
 ~ 42 Lacs+","Rs 0
 ~",161103,226,161329,9.306128712,11.25664515,1733578
West Bengal,BARDHAMAN DURGAPUR,RANAJIT MUKHERJEE,0,INC,Hand,MALE,0,39,GENERAL,Others,"Rs 1,66,62,068
 ~ 1 Crore+","Rs 89,517
 ~ 89 Thou+",38481,35,38516,2.221763313,2.687433409,1733578
West Bengal,BARDHAMAN DURGAPUR,NOTA,0,NOTA,,,,,,,,,18526,14,18540,1.069464426,1.293618636,1733578
West Bengal,BARDHAMAN PURBA,SUNIL KUMAR MONDAL,1,AITC,Flowers and Grass,MALE,0,61,SC,Graduate Professional,"Rs 2,03,71,283
 ~ 2 Crore+","Rs 1,48,598
 ~ 1 Lacs+",640490,344,640834,37.73854021,44.51463355,1698089
West Bengal,BARDHAMAN PURBA,PARESH CHANDRA DAS,0,BJP,Lotus,MALE,1,61,SC,Post Graduate,"Rs 3,04,01,786
 ~ 3 Crore+","Rs 0
 ~",550671,852,551523,32.47903967,38.3107704,1698089
West Bengal,BARDHAMAN PURBA,ISWAR CHANDRA DAS,0,CPI(M),"Hammer, Sickle and Star",MALE,2,58,SC,Post Graduate,"Rs 58,92,873
 ~ 58 Lacs+","Rs 28,11,235
 ~ 28 Lacs+",175768,152,175920,10.35988102,12.22003566,1698089
West Bengal,BARDHAMAN PURBA,SIDDHARTHA MAJUMDAR,0,INC,Hand,MALE,0,37,SC,Post Graduate,"Rs 24,37,669
 ~ 24 Lacs+","Rs 5,13,425
 ~ 5 Lacs+",38426,46,38472,2.265605631,2.672403433,1698089
Gujarat,BARDOLI,PARBHUBHAI NAGARBHAI VASAVA,1,BJP,Lotus,MALE,0,49,ST,Others,"Rs 2,83,50,217
 ~ 2 Crore+","Rs 36,76,869
 ~ 36 Lacs+",740448,1825,742273,40.63851267,54.99764753,1826526
Gujarat,BARDOLI,CHAUDHARI DR. TUSHARBHAI AMARSINHBHAI,0,INC,Hand,MALE,0,53,ST,Graduate Professional,"Rs 6,93,45,867
 ~ 6 Crore+","Rs 0
 ~",524474,2352,526826,28.84306054,39.03441275,1826526
Gujarat,BARDOLI,NOTA,0,NOTA,,,,,,,,,22823,91,22914,1.254512665,1.697779787,1826526
Uttar Pradesh,BAREILLY,SANTOSH KUMAR GANGWAR,1,BJP,Lotus,MALE,0,70,GENERAL,Graduate Professional,"Rs 12,63,56,142
 ~ 12 Crore+","Rs 1,30,55,209
 ~ 1 Crore+",563533,1737,565270,31.44485455,52.88056758,1797655
Uttar Pradesh,BAREILLY,BHAGWAT SARAN GANGWAR,0,SP,Bicycle,MALE,2,63,GENERAL,12th Pass,"Rs 3,18,57,876
 ~ 3 Crore+","Rs 0
 ~",397403,585,397988,22.13928702,37.23146696,1797655
Uttar Pradesh,BAREILLY,PRAVEEN SINGH ARON,0,INC,Hand,MALE,1,61,ST,Graduate Professional,"Rs 1,47,76,86,028
 ~ 147 Crore+","Rs 4,65,48,771
 ~ 4 Crore+",74003,203,74206,4.127933335,6.941913418,1797655
Odisha,BARGARH,Suresh Pujari,1,BJP,Lotus,MALE,0,59,GENERAL,Post Graduate,"Rs 1,16,73,429
 ~ 1 Crore+","Rs 0
 ~",577074,4171,581245,36.41224339,46.4595333,1596290
Odisha,BARGARH,Prasanna Acharya,0,BJD,Conch,MALE,0,69,GENERAL,Graduate Professional,"Rs 9,00,51,634
 ~ 9 Crore+","Rs 32,27,600
 ~ 32 Lacs+",516229,1077,517306,32.40676819,41.34882078,1596290
Odisha,BARGARH,Pradeep Kumar Debta,0,INC,Hand,MALE,5,51,GENERAL,Graduate,"Rs 5,10,24,740
 ~ 5 Crore+","Rs 1,34,51,459
 ~ 1 Crore+",108898,519,109417,6.85445627,8.745817607,1596290
Odisha,BARGARH,NOTA,0,NOTA,,,,,,,,,14127,40,14167,0.88749538,1.132383433,1596290
Rajasthan,BARMER,KAILASH CHOUDHARY,1,BJP,Lotus,MALE,2,45,GENERAL,Graduate,"Rs 24,02,250
 ~ 24 Lacs+","Rs 0
 ~",844104,2422,846526,43.60769017,59.49405253,1941231
Rajasthan,BARMER,MANVENDRA SINGH,0,INC,Hand,MALE,0,55,GENERAL,Post Graduate,"Rs 4,50,63,664
 ~ 4 Crore+","Rs 0
 ~",520856,1862,522718,26.92714056,36.73674778,1941231
Rajasthan,BARMER,NOTA,0,NOTA,,,,,,,,,18989,7,18996,0.97855433,1.335043486,1941231
Rajasthan,BARMER,RAMESH KUMAR MEGHWAL,0,BMUP,Cot,MALE,0,39,SC,5th Pass,"Rs 2,95,500
 ~ 2 Lacs+","Rs 0
 ~",16663,36,16699,0.860227351,1.173609769,1941231
Assam,BARPETA,Abdul Khaleque,1,INC,Hand,MALE,0,44,GENERAL,Post Graduate,"Rs 73,98,753
 ~ 73 Lacs+","Rs 27,03,693
 ~ 27 Lacs+",643441,1732,645173,38.2858133,44.22603934,1685149
Assam,BARPETA,Kumar Deepak Das,0,AGP,Elephant,MALE,1,66,GENERAL,Graduate Professional,"Rs 2,37,01,000
 ~ 2 Crore+","Rs 10,32,000
 ~ 10 Lacs+",501319,3547,504866,29.95972463,34.60811841,1685149
Assam,BARPETA,Rafiqul Islam,0,AIUDF,Lock and Key,MALE,2,44,GENERAL,Doctorate,"Rs 33,89,683
 ~ 33 Lacs+","Rs 4,30,436
 ~ 4 Lacs+",248360,307,248667,14.75638059,17.04590323,1685149
Assam,BARPETA,Ashahak Ali Dewan,0,AITC,Flowers and Grass,MALE,0,65,GENERAL,Graduate,"Rs 13,60,000
 ~ 13 Lacs+","Rs 0
 ~",20405,61,20466,1.214492012,1.402926225,1685149
West Bengal,BARRACKPORE,ARJUN SINGH,1,BJP,Lotus,MALE,24,57,GENERAL,10th Pass,"Rs 80,55,691
 ~ 80 Lacs+","Rs 11,00,000
 ~ 11 Lacs+",471490,1504,472994,32.92841772,42.81655003,1436431
West Bengal,BARRACKPORE,DINESH TRIVEDI,0,AITC,Flowers and Grass,MALE,0,68,GENERAL,Post Graduate,"Rs 6,62,07,289
 ~ 6 Crore+","Rs 1,59,25,213
 ~ 1 Crore+",457870,267,458137,31.89411813,41.4716588,1436431
West Bengal,BARRACKPORE,GARGI CHATTERJEE,0,CPI(M),"Hammer, Sickle and Star",FEMALE,0,47,GENERAL,Graduate,"Rs 57,140
 ~ 57 Thou+","Rs 0
 ~",117354,102,117456,8.176932968,10.63239851,1436431
West Bengal,BARRACKPORE,MD. ALAM,0,INC,Hand,MALE,0,44,GENERAL,8th Pass,"Rs 28,09,421
 ~ 28 Lacs+","Rs 0
 ~",15784,32,15816,1.101062286,1.43170221,1436431
West Bengal,BARRACKPORE,NOTA,0,NOTA,,,,,,,,,12711,20,12731,0.886293877,1.15244062,1436431
West Bengal,BASIRHAT,Nusrat Jahan Ruhi,1,AITC,Flowers and Grass,FEMALE,0,28,GENERAL,12th Pass,"Rs 2,90,88,391
 ~ 2 Crore+","Rs 1,68,81,608
 ~ 1 Crore+",781920,158,782078,46.59783348,54.54700164,1678357
West Bengal,BASIRHAT,Sayantan Basu,0,BJP,Lotus,MALE,14,42,GENERAL,Post Graduate,"Rs 53,99,604
 ~ 53 Lacs+","Rs 0
 ~",431105,604,431709,25.72211991,30.11008049,1678357
West Bengal,BASIRHAT,Quazi Abdur Rahim,0,INC,Hand,MALE,1,51,GENERAL,Post Graduate,"Rs 22,94,651
 ~ 22 Lacs+","Rs 0
 ~",104137,46,104183,6.207439776,7.266372756,1678357
West Bengal,BASIRHAT,Pallab Sengupta,0,CPI(M),Ears of Corn And Sickle,MALE,0,70,GENERAL,Graduate,"Rs 60,37,297
 ~ 60 Lacs+","Rs 0
 ~",68278,38,68316,4.070409335,4.764784285,1678357
Chhattisgarh,BASTAR,DEEPAK BAIJ,1,INC,Hand,MALE,1,38,ST,Post Graduate,"Rs 77,21,293
 ~ 77 Lacs+","Rs 18,01,236
 ~ 18 Lacs+",401539,988,402527,29.18719301,44.05167215,1379122
Chhattisgarh,BASTAR,BAIDU RAM KASHYAP,0,BJP,Lotus,MALE,2,46,ST,10th Pass,"Rs 1,60,73,844
 ~ 1 Crore+","Rs 1,41,005
 ~ 1 Lacs+",361727,1818,363545,26.36061204,39.78556756,1379122
Chhattisgarh,BASTAR,NOTA,0,NOTA,,,,,,,,,41656,11,41667,3.021270054,4.559945106,1379122
Chhattisgarh,BASTAR,RAMU RAM MOURYA,0,CPI(M),Ears of Corn And Sickle,MALE,0,42,ST,Post Graduate,"Rs 10,58,000
 ~ 10 Lacs+","Rs 0
 ~",38388,7,38395,2.784017658,4.201864601,1379122
Chhattisgarh,BASTAR,AAYTU RAM MANDAVI,0,BSP,Elephant,MALE,0,55,ST,8th Pass,"Rs 5,47,094
 ~ 5 Lacs+","Rs 0
 ~",30422,27,30449,2.207853982,3.332271787,1379122
Chhattisgarh,BASTAR,SURESH KAWASI,0,SHS,Bow & Arrow,MALE,0,38,ST,5th Pass,"Rs 1,35,38,941
 ~ 1 Crore+","Rs 0
 ~",13929,1,13930,1.010062924,1.524468652,1379122
Chhattisgarh,BASTAR,PANEESH PRASAD NAG,0,APoI,Coat,MALE,0,29,ST,Post Graduate,"Rs 34,44,229
 ~ 34 Lacs+","Rs 6,00,000
 ~ 6 Lacs+",12404,17,12421,0.900645483,1.359327001,1379122
Chhattisgarh,BASTAR,MANGALARAM KARMA,0,ABSKP,Plastering Trowel,MALE,0,40,ST,12th Pass,"Rs 17,26,000
 ~ 17 Lacs+","Rs 0
 ~",9910,2,9912,0.718718141,1.084747543,1379122
Uttar Pradesh,BASTI,HARISH CHANDRA ALIAS HARISH DWIVEDI,1,BJP,Lotus,MALE,5,45,GENERAL,Post Graduate,"Rs 86,62,344
 ~ 86 Lacs+","Rs 3,22,490
 ~ 3 Lacs+",469214,1948,471162,25.53414953,44.65139817,1845223
Uttar Pradesh,BASTI,RAM PRASAD CHAUDHARY,0,BSP,Elephant,MALE,3,65,GENERAL,Others,"Rs 6,60,59,943
 ~ 6 Crore+","Rs 11,66,159
 ~ 11 Lacs+",437641,3167,440808,23.88914511,41.77478983,1845223
Uttar Pradesh,BASTI,RAJ KISHOR SINGH,0,INC,Hand,MALE,0,50,GENERAL,Graduate,"Rs 5,28,12,489
 ~ 5 Crore+","Rs 0
 ~",86453,467,86920,4.710541761,8.237293179,1845223
Uttar Pradesh,BASTI,VINOD KUMAR RAJBHAR,0,SBSP,Walking Stick,MALE,0,42,GENERAL,12th Pass,"Rs 20,26,650
 ~ 20 Lacs+","Rs 0
 ~",11960,11,11971,0.648756275,1.134475801,1845223
Punjab,BATHINDA,Harsimrat Kaur Badal,1,SAD,Scales,FEMALE,0,52,GENERAL,10th Pass,"Rs 2,17,99,19,870
 ~ 217 Crore+","Rs 95,48,52,600
 ~ 95 Crore+",490811,2013,492824,30.38988796,40.98011547,1621671
Punjab,BATHINDA,Amrinder Singh Raja Warring,0,INC,Hand,MALE,0,41,GENERAL,10th Pass,"Rs 9,29,06,438
 ~ 9 Crore+","Rs 1,04,22,457
 ~ 1 Crore+",469412,1640,471052,29.04732218,39.16969415,1621671
Punjab,BATHINDA,Prof. Baljinder Kaur,0,AAP,Broom,FEMALE,0,33,GENERAL,Post Graduate,"Rs 1,06,04,926
 ~ 1 Crore+","Rs 3,45,000
 ~ 3 Lacs+",133728,670,134398,8.287624309,11.17568454,1621671
Punjab,BATHINDA,Sukhpal Singh Khaira,0,PUNEKP,Key,MALE,1,54,GENERAL,12th Pass,"Rs 59,87,46,355
 ~ 59 Crore+","Rs 1,38,36,396
 ~ 1 Crore+",37854,345,38199,2.355533274,3.176386358,1621671
Punjab,BATHINDA,NOTA,0,NOTA,,,,,,,,,13220,103,13323,0.821559983,1.107856108,1621671
Maharashtra,BEED,Pritam Gopinathrao Munde,1,BJP,Lotus,FEMALE,1,36,GENERAL,Post Graduate,"Rs 46,54,000
 ~ 46 Lacs+","Rs 16,22,000
 ~ 16 Lacs+",675841,2334,678175,33.15602533,50.1074298,2045405
Maharashtra,BEED,Bajrang Manohar Sonwane,0,NCP,Clock,MALE,1,48,GENERAL,Graduate,"Rs 16,07,76,182
 ~ 16 Crore+","Rs 84,88,691
 ~ 84 Lacs+",509108,699,509807,24.9245015,37.66744345,2045405
Maharashtra,BEED,Pro. Vishnu Jadhav,0,VBA,Cup & Saucer,MALE,1,62,GENERAL,Post Graduate,"Rs 46,54,000
 ~ 46 Lacs+","Rs 16,22,000
 ~ 16 Lacs+",91972,167,92139,4.504682447,6.80775386,2045405
Maharashtra,BEED,Chavhan Sampat Ramsing,0,IND,SHIP,MALE,1,57,GENERAL,Post Graduate,"Rs 1,10,000
 ~ 1 Lacs+","Rs 2,00,000
 ~ 2 Lacs+",16778,14,16792,0.820962108,1.240688556,2045405
Bihar,BEGUSARAI,Giriraj Singh,1,BJP,Lotus,MALE,6,66,GENERAL,Graduate,"Rs 8,30,24,577
 ~ 8 Crore+","Rs 1,22,36,000
 ~ 1 Crore+",687577,4616,692193,35.34514717,56.43630713,1958382
Bihar,BEGUSARAI,Kanhaiya Kumar,0,CPI(M),Ears of Corn And Sickle,MALE,5,32,GENERAL,Doctorate,"Rs 5,57,848
 ~ 5 Lacs+","Rs 0
 ~",267917,2059,269976,13.78566592,22.01184995,1958382
Bihar,BEGUSARAI,Mo. Tanweer Hassan,0,RJD,Hurricane Lamp,MALE,1,59,GENERAL,Doctorate,"Rs 1,54,83,136
 ~ 1 Crore+","Rs 14,46,000
 ~ 14 Lacs+",196800,1433,198233,10.12228462,16.16245537,1958382
Bihar,BEGUSARAI,NOTA,0,NOTA,,,,,,,,,20408,37,20445,1.043974056,1.666934365,1958382
Bihar,BEGUSARAI,Saurabh,0,IND,Cup & Saucer,MALE,0,27,GENERAL,12th Pass,"Rs 20,17,370
 ~ 20 Lacs+","Rs 0
 ~",18636,2,18638,0.951704009,1.519604926,1958382
Karnataka,BELGAUM,ANGADI SURESH CHANNABASAPPA,1,BJP,Lotus,MALE,0,63,GENERAL,Graduate Professional,"Rs 36,61,64,525
 ~ 36 Crore+","Rs 19,84,79,638
 ~ 19 Crore+",756986,5005,761991,42.82412117,63.12355961,1779350
Karnataka,BELGAUM,Dr.SADHUNAVAR,0,INC,Hand,MALE,0,69,GENERAL,Graduate Professional,"Rs 31,58,66,105
 ~ 31 Crore+","Rs 22,52,14,094
 ~ 22 Crore+",369944,743,370687,20.83271981,30.70782062,1779350
Karnataka,BELLARY,Y. DEVENDRAPPA,1,BJP,Lotus,MALE,0,67,ST,5th Pass,"Rs 4,01,07,878
 ~ 4 Crore+","Rs 2,50,000
 ~ 2 Lacs+",614274,2114,616388,35.18730584,50.4415357,1751734
Karnataka,BELLARY,V. S. UGRAPPA,0,INC,Hand,MALE,0,65,ST,Graduate Professional,"Rs 10,82,17,325
 ~ 10 Crore+","Rs 2,22,31,164
 ~ 2 Crore+",559970,711,560681,32.00719972,45.88280544,1751734
Odisha,BERHAMPUR,CHANDRA SEKHAR SAHU,1,BJD,Conch,MALE,0,68,GENERAL,10th Pass,"Rs 1,17,16,989
 ~ 1 Crore+","Rs 0
 ~",443145,698,443843,29.54118426,44.82868677,1502455
Odisha,BERHAMPUR,BHRUGU BAXIPATRA,0,BJP,Lotus,MALE,4,44,GENERAL,Graduate Professional,"Rs 3,10,44,317
 ~ 3 Crore+","Rs 16,50,465
 ~ 16 Lacs+",347302,1697,348999,23.22858255,35.24932657,1502455
Odisha,BERHAMPUR,V.CHANDRASEKHAR NAIDU,0,INC,Hand,MALE,1,52,GENERAL,Graduate,"Rs 36,00,00,000
 ~ 36 Crore+","Rs 8,000
 ~ 8 Thou+",142372,260,142632,9.493262693,14.40600674,1502455
Odisha,BERHAMPUR,NOTA,0,NOTA,,,,,,,,,14363,18,14381,0.95716677,1.452498619,1502455
Madhya Pradesh,BETUL,DURGA DAS (D.D.) UIKEY,1,BJP,Lotus,MALE,0,55,ST,Post Graduate,"Rs 1,54,13,532
 ~ 1 Crore+","Rs 8,75,803
 ~ 8 Lacs+",810237,1011,811248,46.69222539,59.72366189,1737437
Madhya Pradesh,BETUL,RAMU TEKAM (ADVOCATE),0,INC,Hand,MALE,0,31,ST,Graduate Professional,"Rs 1,13,554
 ~ 1 Lacs+","Rs 0
 ~",450802,205,451007,25.95817863,33.20290414,1737437
Madhya Pradesh,BETUL,ASHOK BHALAVI,0,BSP,Elephant,MALE,0,44,ST,Literate,"Rs 6,82,000
 ~ 6 Lacs+","Rs 0
 ~",23545,28,23573,1.35676862,1.735432176,1737437
Madhya Pradesh,BETUL,NOTA,0,NOTA,,,,,,,,,22781,6,22787,1.311529569,1.677567259,1737437
Uttar Pradesh,BHADOHI,RAMESH CHAND,1,BJP,Lotus,MALE,6,44,GENERAL,10th Pass,"Rs 9,40,89,148
 ~ 9 Crore+","Rs 2,16,96,413
 ~ 2 Crore+",508989,1040,510029,26.25612994,49.04771109,1942514
Uttar Pradesh,BHADOHI,RANGNATH MISHRA,0,BSP,Elephant,MALE,5,59,GENERAL,Graduate,"Rs 12,48,99,017
 ~ 12 Crore+","Rs 5,48,80,849
 ~ 5 Crore+",465412,1002,466414,24.01084368,44.85340857,1942514
Uttar Pradesh,BHADOHI,RAMAKANT,0,INC,Hand,MALE,2,59,GENERAL,10th Pass,"Rs 8,24,44,969
 ~ 8 Crore+","Rs 0
 ~",25508,96,25604,1.318085738,2.462247431,1942514
Odisha,BHADRAK,MANJULATA MANDAL,1,BJD,Conch,FEMALE,0,42,SC,Graduate,"Rs 3,94,17,891
 ~ 3 Crore+","Rs 89,58,149
 ~ 89 Lacs+",511772,1273,513045,30.87543127,41.77734385,1661661
Odisha,BHADRAK,AVIMANYU SETHI,0,BJP,Lotus,MALE,0,49,SC,Post Graduate,"Rs 4,72,23,493
 ~ 4 Crore+","Rs 1,21,50,231
 ~ 1 Crore+",480874,3380,484254,29.14276739,39.43288769,1661661
Odisha,BHADRAK,MADHUMITA SETHI,0,INC,Hand,FEMALE,0,42,SC,Post Graduate,"Rs 2,38,38,000
 ~ 2 Crore+","Rs 23,84,493
 ~ 23 Lacs+",207134,576,207710,12.50014293,16.91386153,1661661
Bihar,BHAGALPUR,AJAY KUMAR MANDAL,1,JD(U),Arrow,MALE,0,41,GENERAL,8th Pass,"Rs 68,01,126
 ~ 68 Lacs+","Rs 53,64,747
 ~ 53 Lacs+",616724,1530,618254,33.89884967,59.26616832,1823820
Bihar,BHAGALPUR,SHAILESH KUMAR ALIAS VULO MANDAL,0,RJD,Hurricane Lamp,MALE,0,43,GENERAL,12th Pass,"Rs 3,03,64,808
 ~ 3 Crore+","Rs 21,80,647
 ~ 21 Lacs+",339999,625,340624,18.67640447,32.6524039,1823820
Bihar,BHAGALPUR,NOTA,0,NOTA,,,,,,,,,31528,39,31567,1.730817734,3.026029974,1823820
Maharashtra,BHANDARA - GONDIYA,Sunil Baburao Mendhe,1,BJP,Lotus,MALE,2,50,GENERAL,Others,"Rs 62,75,43,615
 ~ 62 Crore+","Rs 1,98,61,338
 ~ 1 Crore+",646152,4091,650243,35.89417054,52.16370394,1811556
Maharashtra,BHANDARA - GONDIYA,Panchabudhe Nana Jairam,0,NCP,Clock,MALE,0,64,GENERAL,10th Pass,"Rs 5,74,62,818
 ~ 5 Crore+","Rs 20,50,134
 ~ 20 Lacs+",448285,4564,452849,24.99779195,36.32838979,1811556
Maharashtra,BHANDARA - GONDIYA,Dr. Vijaya Rajesh Nandurkar,0,BSP,Elephant,FEMALE,0,37,GENERAL,Graduate Professional,"Rs 3,63,43,297
 ~ 3 Crore+","Rs 36,16,000
 ~ 36 Lacs+",52433,226,52659,2.906838099,4.224403009,1811556
